Customer_ID,Cluster,Segment
1816-FLZDK,2,New Budget Customers
1818-ESQMW,3,Established Standard Customers
1820-DJFPH,0,Loyal Budget Customers
1820-TQVEV,3,Established Standard Customers
1821-BUCWY,3,Established Standard Customers
1830-GGFNM,1,Loyal Premium Customers
1830-IPXVJ,0,Loyal Budget Customers
1832-PEUTS,1,Loyal Premium Customers
1833-TCXKK,1,Loyal Premium Customers
1833-VGRUM,3,Established Standard Customers
1834-ABKHQ,0,Loyal Budget Customers
1834-WULEG,2,New Budget Customers
1837-YQUCE,1,Loyal Premium Customers
1839-FBNFR,0,Loyal Budget Customers
1839-UMACK,0,Loyal Budget Customers
1840-BIUOG,3,Established Standard Customers
1841-YSJGV,1,Loyal Premium Customers
1842-EZJMK,1,Loyal Premium Customers
1843-TLSGD,2,New Budget Customers
1845-CSBRZ,3,Established Standard Customers
1845-ZLLIG,3,Established Standard Customers
1846-XWOQN,3,Established Standard Customers
1848-LBZHY,3,Established Standard Customers
1849-RJYIG,3,Established Standard Customers
1850-AKQEP,2,New Budget Customers
1852-QSWCD,0,Loyal Budget Customers
1852-XEMDW,3,Established Standard Customers
1853-ARAAQ,3,Established Standard Customers
1853-UDXBW,3,Established Standard Customers
1855-AGAWH,1,Loyal Premium Customers
1855-CFULU,2,New Budget Customers
1862-QRWPE,0,Loyal Budget Customers
1862-SKORY,0,Loyal Budget Customers
1866-DIOQZ,1,Loyal Premium Customers
1866-NXPSP,1,Loyal Premium Customers
1866-OBPNR,3,Established Standard Customers
1866-RZZQS,1,Loyal Premium Customers
1866-ZSLJM,2,New Budget Customers
1867-BDVFH,3,Established Standard Customers
1867-TJHTS,1,Loyal Premium Customers
1871-MOWRM,3,Established Standard Customers
1872-EBWSC,2,New Budget Customers
1875-QIVME,3,Established Standard Customers
1877-HKBQX,3,Established Standard Customers
1891-FZYSA,1,Loyal Premium Customers
1891-QRQSA,1,Loyal Premium Customers
1891-UAWWU,3,Established Standard Customers
1894-IGFSG,3,Established Standard Customers
1895-QTKDO,2,New Budget Customers
1897-OKVMW,1,Loyal Premium Customers
1897-RCFUM,0,Loyal Budget Customers
1898-JSNDC,3,Established Standard Customers
1899-VXWXM,1,Loyal Premium Customers
1902-XBTFB,3,Established Standard Customers
1904-WAJAA,3,Established Standard Customers
1905-OEILC,2,New Budget Customers
1907-UBQFC,3,Established Standard Customers
1907-YLNYW,3,Established Standard Customers
1910-FMXJM,3,Established Standard Customers
1915-IOFGU,3,Established Standard Customers
1915-OAKWD,2,New Budget Customers
1918-ZBFQJ,3,Established Standard Customers
1919-RTPQD,2,New Budget Customers
1921-KYSAY,1,Loyal Premium Customers
1925-GMVBW,2,New Budget Customers
1925-LFCZZ,0,Loyal Budget Customers
1925-TIBLE,3,Established Standard Customers
1926-QUZNN,0,Loyal Budget Customers
1927-QEWMY,0,Loyal Budget Customers
1928-BXYIV,3,Established Standard Customers
1929-ZCBHE,0,Loyal Budget Customers
1930-BZLHI,2,New Budget Customers
1930-QPBVZ,1,Loyal Premium Customers
1930-WNXSB,1,Loyal Premium Customers
1932-UEDCX,3,Established Standard Customers
1934-MKPXS,0,Loyal Budget Customers
1934-SJVJK,2,New Budget Customers
1935-IMVBB,1,Loyal Premium Customers
1936-CZAKF,1,Loyal Premium Customers
1936-UAFEH,1,Loyal Premium Customers
1937-OTUKY,1,Loyal Premium Customers
1941-HOSAM,3,Established Standard Customers
1942-OQFRW,2,New Budget Customers
1945-XISKS,0,Loyal Budget Customers
1950-KSVVJ,1,Loyal Premium Customers
1951-IEYXM,1,Loyal Premium Customers
1952-DVVSW,2,New Budget Customers
1955-IBMMB,0,Loyal Budget Customers
1956-YIFGE,3,Established Standard Customers
1958-RNRKS,2,New Budget Customers
1960-UOTYM,1,Loyal Premium Customers
1960-UYCNN,2,New Budget Customers
1963-SVUCV,2,New Budget Customers
1963-VAUKV,2,New Budget Customers
1964-SVLEA,2,New Budget Customers
1965-AKTSX,3,Established Standard Customers
1965-DDBWU,3,Established Standard Customers
1970-KKFWL,0,Loyal Budget Customers
1971-DTCZB,1,Loyal Premium Customers
1972-XMUWV,1,Loyal Premium Customers
1976-AZZPJ,2,New Budget Customers
1976-CFOCS,2,New Budget Customers
1977-STDKI,3,Established Standard Customers
1980-KXVPM,3,Established Standard Customers
1981-INRFU,3,Established Standard Customers
1982-FEBTD,2,New Budget Customers
1984-FCOWB,1,Loyal Premium Customers
1984-GPTEH,2,New Budget Customers
1985-MBRYP,0,Loyal Budget Customers
1986-PHGZF,3,Established Standard Customers
1987-AUELQ,0,Loyal Budget Customers
1989-PRJHP,3,Established Standard Customers
1991-VOPLL,2,New Budget Customers
1996-DBMUS,0,Loyal Budget Customers
1998-VHJHK,2,New Budget Customers
2000-DHJUY,1,Loyal Premium Customers
2000-MPKCA,1,Loyal Premium Customers
2001-EWBQU,1,Loyal Premium Customers
2001-MCUUW,1,Loyal Premium Customers
2002-MZHWP,2,New Budget Customers
2003-CKLOR,1,Loyal Premium Customers
2004-OCQXK,3,Established Standard Customers
2005-DWQZJ,2,New Budget Customers
2007-QVGAW,0,Loyal Budget Customers
2011-TRQYE,2,New Budget Customers
2012-NWRPA,3,Established Standard Customers
2013-SGDXK,3,Established Standard Customers
2014-MKGMH,1,Loyal Premium Customers
2017-CCBLH,2,New Budget Customers
2018-PZKMU,3,Established Standard Customers
2018-QKYGT,3,Established Standard Customers
2019-HDCZY,1,Loyal Premium Customers
2023-VQFDL,2,New Budget Customers
2024-BASKD,3,Established Standard Customers
2025-JKFWI,3,Established Standard Customers
2026-TGDHM,3,Established Standard Customers
2027-CWDNU,3,Established Standard Customers
2027-DNKIV,3,Established Standard Customers
2027-FECZV,3,Established Standard Customers
2027-OAQQC,3,Established Standard Customers
2027-WKXMW,1,Loyal Premium Customers
2030-BTZRO,2,New Budget Customers
2034-CGRHZ,3,Established Standard Customers
2034-GDRCN,3,Established Standard Customers
2037-SGXHH,1,Loyal Premium Customers
2037-XJFUP,3,Established Standard Customers
2038-LLMLM,0,Loyal Budget Customers
2038-OEQZH,3,Established Standard Customers
2038-YSEZE,3,Established Standard Customers
2039-JONDJ,3,Established Standard Customers
2040-LDIWQ,1,Loyal Premium Customers
2040-OBMLJ,3,Established Standard Customers
2040-VZIKE,1,Loyal Premium Customers
2040-XBAVJ,1,Loyal Premium Customers
2041-JIJCI,3,Established Standard Customers
2043-WVTQJ,3,Established Standard Customers
2045-BMBTJ,3,Established Standard Customers
2049-BAFNW,2,New Budget Customers
2050-ONYDQ,0,Loyal Budget Customers
2054-PJOCK,1,Loyal Premium Customers
2055-BFOCC,1,Loyal Premium Customers
2055-PDADH,3,Established Standard Customers
2055-SIFSS,0,Loyal Budget Customers
2056-EVGZL,1,Loyal Premium Customers
2057-BOYKM,1,Loyal Premium Customers
2057-ZBLPD,3,Established Standard Customers
2058-DCJBE,3,Established Standard Customers
2061-VVFST,0,Loyal Budget Customers
2065-MMKGR,3,Established Standard Customers
2067-QYTCF,1,Loyal Premium Customers
2068-WWXQZ,0,Loyal Budget Customers
2070-FNEXE,3,Established Standard Customers
2070-XYMFH,3,Established Standard Customers
2072-ZVJJX,0,Loyal Budget Customers
2073-QBVBI,0,Loyal Budget Customers
2074-GKOWZ,3,Established Standard Customers
2074-GUHPQ,3,Established Standard Customers
2075-PUEPR,0,Loyal Budget Customers
2075-RMJIK,2,New Budget Customers
2077-DDHJK,1,Loyal Premium Customers
2077-MPJQO,2,New Budget Customers
2079-FBMZK,3,Established Standard Customers
2080-CAZNM,1,Loyal Premium Customers
2080-GKCWQ,3,Established Standard Customers
2080-SRCDE,2,New Budget Customers
2081-KJSQF,2,New Budget Customers
2081-VEYEH,3,Established Standard Customers
2082-CEFLT,2,New Budget Customers
2082-OJVTK,3,Established Standard Customers
2085-BOJKI,3,Established Standard Customers
2085-JVGAD,0,Loyal Budget Customers
2087-QAREY,3,Established Standard Customers
2088-IEBAU,1,Loyal Premium Customers
2091-GPPIQ,1,Loyal Premium Customers
2091-MJTFX,3,Established Standard Customers
2091-RFFBA,3,Established Standard Customers
2096-XOTMO,2,New Budget Customers
2097-YVPKN,0,Loyal Budget Customers
2100-BDNSN,3,Established Standard Customers
2101-RANCD,0,Loyal Budget Customers
2103-ZRXFN,2,New Budget Customers
2105-PHWON,3,Established Standard Customers
2107-FBPTK,1,Loyal Premium Customers
2108-GLPQB,3,Established Standard Customers
2108-XWMPY,2,New Budget Customers
2108-YKQTY,3,Established Standard Customers
2111-DWYHN,2,New Budget Customers
2114-MGINA,3,Established Standard Customers
2115-BFTIW,3,Established Standard Customers
2120-SMPEX,2,New Budget Customers
2121-JAFOM,1,Loyal Premium Customers
2122-SZZZD,0,Loyal Budget Customers
2122-YWVYA,3,Established Standard Customers
2123-AGEEN,3,Established Standard Customers
2123-VSCOT,1,Loyal Premium Customers
2126-GSEGL,1,Loyal Premium Customers
2129-ALKBS,0,Loyal Budget Customers
2133-TSRRM,1,Loyal Premium Customers
2135-DQWAQ,3,Established Standard Customers
2135-RXIHG,2,New Budget Customers
2137-DQMEV,0,Loyal Budget Customers
2138-VFAPZ,2,New Budget Customers
2139-FQHLM,3,Established Standard Customers
2141-RRYGO,3,Established Standard Customers
2143-LJULT,0,Loyal Budget Customers
2144-BFDSO,1,Loyal Premium Customers
2144-ESWKO,0,Loyal Budget Customers
2146-EGVDT,0,Loyal Budget Customers
2150-OEGBV,2,New Budget Customers
2150-UWTFY,3,Established Standard Customers
2150-WLKUW,3,Established Standard Customers
2153-MREFK,1,Loyal Premium Customers
2154-KVJFF,3,Established Standard Customers
2155-AMQRX,3,Established Standard Customers
2157-MXBJS,3,Established Standard Customers
2159-TURXX,2,New Budget Customers
2160-GPFXD,1,Loyal Premium Customers
2162-FRZAA,0,Loyal Budget Customers
2164-SOQXL,2,New Budget Customers
2165-VOEGB,1,Loyal Premium Customers
2167-FQSTQ,1,Loyal Premium Customers
2169-RRLFW,0,Loyal Budget Customers
2171-UDMFD,2,New Budget Customers
2172-EJXVF,1,Loyal Premium Customers
2176-LVPNX,1,Loyal Premium Customers
2176-OSJUV,1,Loyal Premium Customers
2178-PMGCJ,3,Established Standard Customers
2180-DXNEG,3,Established Standard Customers
2181-TIDSV,0,Loyal Budget Customers
2181-UAESM,3,Established Standard Customers
2186-QZEYA,3,Established Standard Customers
2187-LZGPL,3,Established Standard Customers
2187-PKZAY,3,Established Standard Customers
2188-SXWVT,3,Established Standard Customers
2189-UXTKY,3,Established Standard Customers
2189-WWOEW,3,Established Standard Customers
2190-BCXEC,3,Established Standard Customers
2190-PHBHR,1,Loyal Premium Customers
2192-CKRLV,1,Loyal Premium Customers
2192-OZITF,1,Loyal Premium Customers
2193-SFWQW,1,Loyal Premium Customers
2194-IIQOF,1,Loyal Premium Customers
2195-VVRJF,3,Established Standard Customers
2195-ZRVAX,1,Loyal Premium Customers
2197-OMWGI,1,Loyal Premium Customers
2200-DSAAL,1,Loyal Premium Customers
2202-CUYXZ,3,Established Standard Customers
2202-OUTMO,3,Established Standard Customers
2203-GHNWN,3,Established Standard Customers
2205-LPVGL,1,Loyal Premium Customers
2205-YMZZJ,3,Established Standard Customers
2207-NHRJK,3,Established Standard Customers
2207-OBZNX,3,Established Standard Customers
2207-QPJED,1,Loyal Premium Customers
2207-RYYRL,0,Loyal Budget Customers
2208-MPXIO,0,Loyal Budget Customers
2208-NKVVH,0,Loyal Budget Customers
2208-NQBCT,3,Established Standard Customers
2208-UGTGR,1,Loyal Premium Customers
2209-XADXF,2,New Budget Customers
2211-RMNHO,1,Loyal Premium Customers
2212-LYASK,3,Established Standard Customers
2215-ZAFGX,3,Established Standard Customers
2219-MVUSO,2,New Budget Customers
2220-IAHLS,2,New Budget Customers
2223-GDSHL,1,Loyal Premium Customers
2223-KAGMX,2,New Budget Customers
2225-ZRGSG,1,Loyal Premium Customers
2226-ICFDO,1,Loyal Premium Customers
2227-JRSJX,3,Established Standard Customers
2228-BZDEE,0,Loyal Budget Customers
2229-DPMBI,2,New Budget Customers
2229-VWQJH,3,Established Standard Customers
2230-XTUWL,0,Loyal Budget Customers
2232-DMLXU,3,Established Standard Customers
2233-FAGXV,2,New Budget Customers
2233-TXSIU,3,Established Standard Customers
2234-EOFPT,1,Loyal Premium Customers
2234-XADUH,1,Loyal Premium Customers
2235-DWLJU,3,Established Standard Customers
2235-EZAIK,0,Loyal Budget Customers
2235-ZGKPT,2,New Budget Customers
2236-HILPA,0,Loyal Budget Customers
2237-ZFSMY,1,Loyal Premium Customers
2239-CFOUJ,2,New Budget Customers
2239-CGBUZ,1,Loyal Premium Customers
2239-JALAW,1,Loyal Premium Customers
2240-HSJQD,3,Established Standard Customers
2242-MFOTG,3,Established Standard Customers
2243-FNMMI,2,New Budget Customers
2245-ADZFJ,1,Loyal Premium Customers
2249-YPRNG,3,Established Standard Customers
2250-IVBWA,1,Loyal Premium Customers
2251-PYLPB,1,Loyal Premium Customers
2252-ISRNH,2,New Budget Customers
2252-JHJGE,1,Loyal Premium Customers
2252-NKNSI,1,Loyal Premium Customers
2253-KPMNB,1,Loyal Premium Customers
2254-DLXRI,3,Established Standard Customers
2256-YLYLP,1,Loyal Premium Customers
2257-BOVXD,3,Established Standard Customers
2259-OUUSZ,2,New Budget Customers
2260-USTRB,3,Established Standard Customers
2262-SLNVK,3,Established Standard Customers
2263-SFSQZ,0,Loyal Budget Customers
2265-CYWIV,3,Established Standard Customers
2266-FUBDZ,2,New Budget Customers
2266-SJNAT,1,Loyal Premium Customers
2267-FPIMA,1,Loyal Premium Customers
2267-WTPYD,1,Loyal Premium Customers
2270-CHBFN,1,Loyal Premium Customers
2272-JKMSI,1,Loyal Premium Customers
2272-QAGFO,3,Established Standard Customers
2272-UOINI,3,Established Standard Customers
2272-WUSPA,1,Loyal Premium Customers
2273-QCKXA,3,Established Standard Customers
2274-XUATA,1,Loyal Premium Customers
2275-RBYQS,2,New Budget Customers
2276-YDAVZ,3,Established Standard Customers
2277-AXSDC,2,New Budget Customers
2277-BKJKN,1,Loyal Premium Customers
2277-DJJDL,1,Loyal Premium Customers
2277-VWCNI,2,New Budget Customers
2279-AXJJK,1,Loyal Premium Customers
2282-YGNOR,3,Established Standard Customers
2284-VFLKH,1,Loyal Premium Customers
2292-XQWSV,1,Loyal Premium Customers
2293-IJWPS,1,Loyal Premium Customers
2294-DMMUS,1,Loyal Premium Customers
2294-SALNE,3,Established Standard Customers
2296-DKZFP,1,Loyal Premium Customers
2300-RQGOI,0,Loyal Budget Customers
2302-ANTDP,1,Loyal Premium Customers
2302-OUZXB,1,Loyal Premium Customers
2303-PJYHN,2,New Budget Customers
2305-MRGLV,3,Established Standard Customers
2307-FYNNL,1,Loyal Premium Customers
2308-STERM,2,New Budget Customers
2309-OSFEU,2,New Budget Customers
2311-QYMUQ,3,Established Standard Customers
2314-TNDJQ,1,Loyal Premium Customers
2316-ESMLS,2,New Budget Customers
2320-JRSDE,2,New Budget Customers
2320-SLKMB,3,Established Standard Customers
2320-TZRRH,2,New Budget Customers
2320-YKQBO,2,New Budget Customers
2321-OMBXY,1,Loyal Premium Customers
2322-VCZHZ,3,Established Standard Customers
2323-ARSVR,1,Loyal Premium Customers
2324-AALNO,0,Loyal Budget Customers
2324-EFHVG,1,Loyal Premium Customers
2325-NBPZG,3,Established Standard Customers
2325-WINES,1,Loyal Premium Customers
2325-ZUSFD,1,Loyal Premium Customers
2330-PQGDQ,1,Loyal Premium Customers
2332-EFBJY,2,New Budget Customers
2332-TODQS,0,Loyal Budget Customers
2333-KWEWW,2,New Budget Customers
2335-GSODA,3,Established Standard Customers
2338-BQEZT,0,Loyal Budget Customers
2342-CKIAO,2,New Budget Customers
2344-JMOGN,3,Established Standard Customers
2346-CZYIL,2,New Budget Customers
2346-DJQTB,0,Loyal Budget Customers
2346-LOCWC,0,Loyal Budget Customers
2347-WKKAE,1,Loyal Premium Customers
2348-KCJLT,3,Established Standard Customers
2351-BKRZW,1,Loyal Premium Customers
2351-RRBUE,2,New Budget Customers
2357-COQEK,1,Loyal Premium Customers
2359-KLTEK,1,Loyal Premium Customers
2359-KMGLI,3,Established Standard Customers
2359-QWQUL,1,Loyal Premium Customers
2360-RDGRO,1,Loyal Premium Customers
2361-FJWNO,0,Loyal Budget Customers
2361-UPSND,1,Loyal Premium Customers
2362-IBOOY,3,Established Standard Customers
2363-BJLSL,1,Loyal Premium Customers
2364-UFROM,3,Established Standard Customers
2368-GAKKQ,1,Loyal Premium Customers
2369-FEVNO,2,New Budget Customers
2369-UAPKZ,3,Established Standard Customers
2371-JQHZZ,3,Established Standard Customers
2371-JUNGC,2,New Budget Customers
2371-KFUOG,1,Loyal Premium Customers
2372-HWUHI,2,New Budget Customers
2373-NTKOD,3,Established Standard Customers
2378-HTWFW,3,Established Standard Customers
2378-VTKDH,1,Loyal Premium Customers
2378-YIZKA,1,Loyal Premium Customers
2379-ENZGV,3,Established Standard Customers
2379-GYFLQ,1,Loyal Premium Customers
2380-DAMQP,1,Loyal Premium Customers
2382-BCKQJ,1,Loyal Premium Customers
2384-OVPSA,0,Loyal Budget Customers
2386-LAHRK,3,Established Standard Customers
2386-OWURY,1,Loyal Premium Customers
2387-KDZQY,2,New Budget Customers
2388-LAESQ,1,Loyal Premium Customers
2391-IPLOP,1,Loyal Premium Customers
2391-SOORI,3,Established Standard Customers
2393-DIVAI,2,New Budget Customers
2397-BRLOM,3,Established Standard Customers
2398-YPMUR,3,Established Standard Customers
2400-FEQME,0,Loyal Budget Customers
2400-XIWIO,1,Loyal Premium Customers
2402-TAIRZ,3,Established Standard Customers
2403-BCASL,1,Loyal Premium Customers
2404-JIBFC,1,Loyal Premium Customers
2405-LBMUW,1,Loyal Premium Customers
2408-PSJVE,0,Loyal Budget Customers
2408-TZMJL,1,Loyal Premium Customers
2408-WITXK,2,New Budget Customers
2410-CIYFZ,2,New Budget Customers
2418-TPEUN,0,Loyal Budget Customers
2419-FSORS,1,Loyal Premium Customers
2424-WVHPL,3,Established Standard Customers
2428-HYUNX,0,Loyal Budget Customers
2428-ZMCTB,2,New Budget Customers
2429-AYKKO,0,Loyal Budget Customers
2430-RRYUW,1,Loyal Premium Customers
2430-USGXP,2,New Budget Customers
2432-TFSMK,3,Established Standard Customers
2433-KMEAS,3,Established Standard Customers
2434-EEVDB,1,Loyal Premium Customers
2436-QBZFP,2,New Budget Customers
2439-LYPMQ,1,Loyal Premium Customers
2439-QKJUL,2,New Budget Customers
2446-BEGGB,3,Established Standard Customers
2446-PLQVO,3,Established Standard Customers
2446-ZKVAF,3,Established Standard Customers
2450-ZKEED,3,Established Standard Customers
2451-YMUXS,1,Loyal Premium Customers
2452-KDRRH,1,Loyal Premium Customers
2452-MRMZF,0,Loyal Budget Customers
2452-SNHFZ,3,Established Standard Customers
2453-SAFNS,1,Loyal Premium Customers
2454-RPBRZ,3,Established Standard Customers
2455-USLMV,3,Established Standard Customers
2458-EOMRE,3,Established Standard Customers
2460-FPSYH,3,Established Standard Customers
2460-NGXBJ,3,Established Standard Customers
2462-XIIJB,3,Established Standard Customers
2465-BLLEU,2,New Budget Customers
2466-FCCPT,2,New Budget Customers
2466-NEJOJ,2,New Budget Customers
2468-SJFLM,3,Established Standard Customers
2469-DTSGX,1,Loyal Premium Customers
2472-OVKUP,3,Established Standard Customers
2474-BRUCM,1,Loyal Premium Customers
2474-LCNUE,3,Established Standard Customers
2475-MROZF,1,Loyal Premium Customers
2476-YGEFM,3,Established Standard Customers
2478-EEWWM,0,Loyal Budget Customers
2479-BRAMR,3,Established Standard Customers
2480-EJWYP,1,Loyal Premium Customers
2480-JZOSN,2,New Budget Customers
2480-SQIOB,2,New Budget Customers
2481-SBOYW,0,Loyal Budget Customers
2482-CZGBB,3,Established Standard Customers
2483-XSSMZ,0,Loyal Budget Customers
2484-DGXPZ,2,New Budget Customers
2485-ITVKB,2,New Budget Customers
2486-WYVVE,1,Loyal Premium Customers
2495-INZWQ,2,New Budget Customers
2495-KZNFB,3,Established Standard Customers
2495-TTHBQ,2,New Budget Customers
2498-XLDZR,1,Loyal Premium Customers
2499-AJYUA,1,Loyal Premium Customers
2501-XWWTZ,3,Established Standard Customers
2504-DSHIH,3,Established Standard Customers
2506-CLAKW,3,Established Standard Customers
2506-TNFCO,3,Established Standard Customers
2507-QZPQS,3,Established Standard Customers
2509-TFPJU,0,Loyal Budget Customers
2511-ALLCS,0,Loyal Budget Customers
2511-MORQY,0,Loyal Budget Customers
2514-GINMM,3,Established Standard Customers
2516-VQRRV,3,Established Standard Customers
2516-XSJKX,1,Loyal Premium Customers
2519-ERQOJ,3,Established Standard Customers
2519-FAKOD,1,Loyal Premium Customers
2519-LBNQL,1,Loyal Premium Customers
2519-TWKFS,3,Established Standard Customers
2520-SGTTA,2,New Budget Customers
2521-NPUZR,1,Loyal Premium Customers
2522-AHJXR,1,Loyal Premium Customers
2522-WLNSF,3,Established Standard Customers
2523-EWWZL,3,Established Standard Customers
2525-GVKQU,0,Loyal Budget Customers
2528-HFYZX,3,Established Standard Customers
2530-ENDWQ,1,Loyal Premium Customers
2530-FMFXO,1,Loyal Premium Customers
2533-QVMSK,1,Loyal Premium Customers
2533-TIBIX,2,New Budget Customers
2535-PBCGC,1,Loyal Premium Customers
2538-OIMXF,2,New Budget Customers
2541-YGPKE,1,Loyal Premium Customers
2542-HYGIQ,2,New Budget Customers
2545-EBUPK,3,Established Standard Customers
2545-LXYVJ,0,Loyal Budget Customers
2546-KZAAT,1,Loyal Premium Customers
2550-AEVRU,0,Loyal Budget Customers
2550-QHZGP,2,New Budget Customers
2558-BUOZZ,1,Loyal Premium Customers
2560-PPCHE,1,Loyal Premium Customers
2560-QTSBS,0,Loyal Budget Customers
2560-WBWXF,0,Loyal Budget Customers
2565-JSLRY,2,New Budget Customers
2568-BRGYX,3,Established Standard Customers
2568-OIADY,1,Loyal Premium Customers
2569-WGERO,0,Loyal Budget Customers
2573-GYRUU,1,Loyal Premium Customers
2575-GFSOE,3,Established Standard Customers
2576-HXMPA,2,New Budget Customers
2577-GVSIL,1,Loyal Premium Customers
2578-JQPHZ,1,Loyal Premium Customers
2580-ASVVY,3,Established Standard Customers
2580-ATZSQ,1,Loyal Premium Customers
2581-VKIRT,1,Loyal Premium Customers
2582-FFFZR,3,Established Standard Customers
2585-KTFRE,3,Established Standard Customers
2586-CWXVV,0,Loyal Budget Customers
2587-EKXTS,1,Loyal Premium Customers
2587-YNLES,2,New Budget Customers
2589-AYCRP,0,Loyal Budget Customers
2592-HODOV,2,New Budget Customers
2592-SEIFQ,2,New Budget Customers
2592-YKDIF,2,New Budget Customers
2595-KIWPV,2,New Budget Customers
2599-CIPQE,1,Loyal Premium Customers
2599-CZABP,2,New Budget Customers
2603-HVKCG,1,Loyal Premium Customers
2604-IJPDU,3,Established Standard Customers
2604-XVDAM,2,New Budget Customers
2606-PKWJB,0,Loyal Budget Customers
2606-RMDHZ,2,New Budget Customers
2607-DHDAK,0,Loyal Budget Customers
2607-FBDFF,3,Established Standard Customers
2608-BHKFN,3,Established Standard Customers
2609-IAICY,3,Established Standard Customers
2612-PHGOX,1,Loyal Premium Customers
2612-RANWT,3,Established Standard Customers
2612-RRIDN,3,Established Standard Customers
2615-YVMYX,1,Loyal Premium Customers
2616-FLVQC,0,Loyal Budget Customers
2616-UUTFK,3,Established Standard Customers
2619-WFQWU,3,Established Standard Customers
2621-UDNLU,2,New Budget Customers
2623-DRYAM,1,Loyal Premium Customers
2625-TRCZQ,1,Loyal Premium Customers
2626-URJFX,2,New Budget Customers
2626-VEEWG,0,Loyal Budget Customers
2632-IVXVF,1,Loyal Premium Customers
2632-TACXW,0,Loyal Budget Customers
2632-UCGVD,1,Loyal Premium Customers
2634-HCZGT,0,Loyal Budget Customers
2636-ALXXZ,3,Established Standard Customers
2636-OHFMN,3,Established Standard Customers
2636-SJDOU,1,Loyal Premium Customers
2637-FKFSY,2,New Budget Customers
2639-UGMAZ,1,Loyal Premium Customers
2640-LYMOV,2,New Budget Customers
2640-PMGFL,3,Established Standard Customers
2642-DTVCO,3,Established Standard Customers
2642-MAWLJ,0,Loyal Budget Customers
2645-QTLMB,3,Established Standard Customers
2649-HWLYB,1,Loyal Premium Customers
2650-GYRYL,0,Loyal Budget Customers
2651-ZCBXV,1,Loyal Premium Customers
2654-VBVPB,2,New Budget Customers
2656-FMOKZ,3,Established Standard Customers
2656-TABEH,3,Established Standard Customers
2657-ALMWY,3,Established Standard Customers
2657-VPXTA,3,Established Standard Customers
2659-VXMWZ,1,Loyal Premium Customers
2660-EMUBI,3,Established Standard Customers
2661-GKBTK,1,Loyal Premium Customers
2662-NNTDK,0,Loyal Budget Customers
2664-XJZNO,1,Loyal Premium Customers
2665-NPTGL,3,Established Standard Customers
2667-WYLWJ,2,New Budget Customers
2668-TZSPS,2,New Budget Customers
2669-OIDSD,1,Loyal Premium Customers
2669-QVCRG,3,Established Standard Customers
2672-DZUOY,2,New Budget Customers
2672-HUYVI,3,Established Standard Customers
2672-OJQZP,2,New Budget Customers
2672-TGEFF,3,Established Standard Customers
2673-CXQEU,1,Loyal Premium Customers
2673-ZALNP,2,New Budget Customers
2674-MIAHT,3,Established Standard Customers
2674-MLXMN,1,Loyal Premium Customers
2675-DHUTR,1,Loyal Premium Customers
2675-IJRGJ,0,Loyal Budget Customers
2675-OTVVJ,3,Established Standard Customers
2676-ISHSF,2,New Budget Customers
2676-OXPPQ,3,Established Standard Customers
2676-SSLTO,1,Loyal Premium Customers
2680-XKKNJ,3,Established Standard Customers
2682-KEVRP,2,New Budget Customers
2683-BPJSO,3,Established Standard Customers
2683-JXWQQ,0,Loyal Budget Customers
2684-EIWEO,3,Established Standard Customers
2685-SREOM,3,Established Standard Customers
2688-BHGOG,3,Established Standard Customers
2690-DVRVK,2,New Budget Customers
2691-NZETQ,3,Established Standard Customers
2692-AQCPF,1,Loyal Premium Customers
2692-BUCFV,3,Established Standard Customers
2692-PFYTJ,2,New Budget Customers
2694-CIUMO,3,Established Standard Customers
2696-ECXKC,1,Loyal Premium Customers
2696-NARTR,3,Established Standard Customers
2696-RZVZW,0,Loyal Budget Customers
2697-NQBPF,1,Loyal Premium Customers
2700-LUEVA,2,New Budget Customers
2703-AMTUL,3,Established Standard Customers
2706-QZIHY,2,New Budget Customers
2709-UQGNP,3,Established Standard Customers
2710-WYVXG,3,Established Standard Customers
2712-SYWAY,2,New Budget Customers
2716-GFZOR,1,Loyal Premium Customers
2717-HVIZY,2,New Budget Customers
2718-GAXQD,2,New Budget Customers
2718-YSKCS,0,Loyal Budget Customers
2719-BDAQO,3,Established Standard Customers
2720-FVBQP,2,New Budget Customers
2720-WGKHP,3,Established Standard Customers
2722-JMONI,3,Established Standard Customers
2722-VOJQL,1,Loyal Premium Customers
2724-FJDYW,1,Loyal Premium Customers
2725-IWWBA,1,Loyal Premium Customers
2725-KXXWT,3,Established Standard Customers
2725-TTRIQ,1,Loyal Premium Customers
2729-VNVAP,0,Loyal Budget Customers
2731-GJRDG,1,Loyal Premium Customers
2732-ISEZX,2,New Budget Customers
2737-WFVYW,2,New Budget Customers
2737-YNGYW,3,Established Standard Customers
2739-CACDQ,3,Established Standard Customers
2739-CCZMB,2,New Budget Customers
2740-JFBOK,2,New Budget Customers
2740-TVLFN,2,New Budget Customers
2746-DIJLO,3,Established Standard Customers
2748-MYRVK,1,Loyal Premium Customers
2749-CTKAJ,2,New Budget Customers
2750-BJLSB,1,Loyal Premium Customers
2753-JMMCV,1,Loyal Premium Customers
2754-SDJRD,2,New Budget Customers
2754-VDLTR,3,Established Standard Customers
2754-XBHTB,3,Established Standard Customers
2758-RNWXS,1,Loyal Premium Customers
2761-OCIAX,3,Established Standard Customers
2761-XECQW,3,Established Standard Customers
