Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Total_Services,Premium_Services,Streaming_Services,Has_Phone_And_Internet,Monthly_Charge_per_Service,Tenure_Years,Referrals_per_Tenure_Year,Long_Distance_Dependency,Is_New_Customer,Senior_Citizen,Offer_Offer_A,Offer_Offer_B,Offer_Offer_C,Offer_Offer_D,Offer_Offer_E,Internet_Type_DSL,Internet_Type_Fiber_Optic,Internet_Type_No_Internet,Contract_One_Year,Contract_Two_Year,Payment_Method_Credit_Card,Payment_Method_Mailed_Check,Customer_Status,Churn_Category,Churn_Reason
1768-ZAIFU,0,74,0,0,Rio Dell,95562,40.485849,-124.163234,0,1,No Offer,0,0.0,0,1,Cable,5.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.2,25.2,0.0,0,0.0,25.2,2,0,0,0,12.6,0.08333333333333333,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Churned,Competitor,Competitor made better offer
1769-GRUIK,0,19,0,0,Gridley,95948,39.346898,-121.759537,0,18,Offer D,1,2.76,0,1,Fiber Optic,26.0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,71.1,1247.75,0.0,150,49.68,1447.43,2,0,0,1,35.55,1.5,0.0,0.03736799350121852,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
1771-OADNZ,1,70,1,0,Pauma Valley,92061,33.313828,-116.940501,1,29,Offer C,1,35.38,1,1,Fiber Optic,21.0,0,1,1,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,6,2,2,1,15.983333333333334,2.4166666666666665,0.4137931034482759,0.26950030469226083,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Price,Extra data charges
1775-KWJKQ,1,41,1,0,Santa Barbara,93105,34.037342,-119.80079,5,72,No Offer,1,26.96,1,1,DSL,9.0,1,1,1,1,1,1,1,1,Two Year,0,Credit Card,89.85,6562.9,12.55,0,1941.12,8491.47,10,4,3,1,8.985,6.0,0.8333333333333334,0.230802157349542,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Stayed,No Churn,No Churn
1776-SPBWV,0,43,1,1,Salinas,93907,36.77462,-121.664714,1,34,Offer C,1,41.72,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,20.1,682.1,0.0,0,1418.48,2100.58,1,0,0,0,20.1,2.8333333333333335,0.3529411764705882,0.6748625040439987,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Stayed,No Churn,No Churn
1777-JYQPJ,1,19,0,0,Colfax,95713,39.084645,-120.894014,0,2,Offer E,0,0.0,0,1,DSL,59.0,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,24.3,38.45,0.0,0,0.0,38.45,2,0,0,0,12.15,0.16666666666666666,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,Joined,No Churn,No Churn
1779-PWPMG,0,73,1,0,San Jose,95139,37.218705,-121.762429,1,72,Offer A,1,4.59,1,1,Fiber Optic,27.0,1,1,1,1,1,1,0,1,Two Year,1,Bank Withdrawal,114.65,8333.95,0.0,0,330.48,8664.43,9,4,2,1,12.738888888888889,6.0,0.16666666666666666,0.03849379402884937,0,1,1,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
1784-BXEFA,0,63,0,0,Vacaville,95688,38.419088,-122.024568,0,10,No Offer,1,4.76,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.55,187.35,0.0,0,47.6,234.95,1,0,0,0,20.55,0.8333333333333334,0.0,0.1880679573291189,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Stayed,No Churn,No Churn
1784-EZDKJ,1,31,1,0,Hemet,92544,33.644585,-116.871544,3,51,Offer B,1,29.4,1,1,Fiber Optic,21.0,0,1,1,0,1,1,1,0,One Year,1,Bank Withdrawal,106.8,5498.8,0.0,140,1499.4,7138.2,7,2,3,1,15.257142857142856,4.25,0.7058823529411765,0.21585903083700442,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
1785-BPHTP,1,64,1,2,Santa Monica,90403,34.031529,-118.491156,6,28,No Offer,1,3.18,0,1,Fiber Optic,12.0,0,0,1,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,85.45,2289.9,0.0,0,89.04,2378.94,5,1,1,1,17.09,2.3333333333333335,2.571428571428571,0.03587949904095678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
1790-NESIO,0,23,0,0,Concord,94518,37.950248,-122.022455,0,13,No Offer,1,6.56,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.4,261.3,0.0,0,85.28,346.58,1,0,0,0,20.4,1.0833333333333333,0.0,0.24332344213649854,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
1791-PQHBB,0,28,0,2,El Dorado,95623,38.63153,-120.842609,0,2,Offer E,1,32.06,0,1,Cable,52.0,1,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,61.2,125.95,0.0,0,64.12,190.07,6,1,2,1,10.200000000000001,0.16666666666666666,0.0,0.3437701050825649,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Joined,No Churn,No Churn
1792-UXAFY,0,80,0,0,San Jose,95110,37.34667,-121.910019,0,17,Offer D,1,30.37,0,1,Fiber Optic,28.0,0,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,6,2,1,1,14.858333333333334,1.4166666666666667,0.0,0.25409973226238286,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Churned,Dissatisfaction,Service dissatisfaction
1794-HBQTJ,0,22,0,0,Corcoran,93212,36.04533,-119.532424,0,1,Offer E,1,6.54,0,1,Cable,52.0,1,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,48.6,48.6,0.0,0,6.54,55.14,4,1,0,1,12.15,0.08333333333333333,0.0,0.11860718171926006,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Churned,Dissatisfaction,Poor expertise of phone support
1794-SWWKL,1,22,1,2,Dorris,96023,41.949216,-122.050062,6,15,Offer D,1,24.36,1,1,DSL,59.0,0,0,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,59.65,867.1,32.65,0,365.4,1199.85,5,2,0,1,11.93,1.25,4.8,0.28996548029996433,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Stayed,No Churn,No Churn
1796-JANOW,0,33,0,0,Fiddletown,95629,38.513484,-120.704613,0,2,Offer E,1,34.57,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.95,38.15,0.0,0,69.14,107.29,1,0,0,0,19.95,0.16666666666666666,0.0,0.6340792369772561,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Joined,No Churn,No Churn
1803-BGNBD,0,59,0,0,Santa Monica,90402,34.035849,-118.503508,0,12,Offer D,1,37.63,0,1,DSL,26.0,0,1,0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,54.3,654.5,0.0,130,451.56,1236.06,4,2,0,1,13.575,1.0,0.0,0.4093331882954422,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Stayed,No Churn,No Churn
1809-DMJHQ,0,56,0,1,Newport Beach,92660,33.634626,-117.874882,0,5,No Offer,1,23.89,0,1,DSL,14.0,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,46.0,221.7,0.0,0,119.45,341.15,3,0,0,1,15.333333333333334,0.4166666666666667,0.0,0.3418228645013593,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Churned,Competitor,Competitor had better devices
1810-BOHSY,1,63,1,0,Vacaville,95687,38.333133,-121.920151,7,51,Offer B,1,35.0,1,1,Fiber Optic,8.0,1,1,0,0,0,1,1,1,One Year,1,Credit Card,96.4,4911.05,0.0,0,1785.0,6696.05,7,2,2,1,13.771428571428572,4.25,1.6470588235294117,0.2663622526636225,0,1,0,1,0,0,0,0,1,0,1,0,1,0,Stayed,No Churn,No Churn
1810-MVMAI,1,31,1,1,San Jose,95113,37.333851,-121.891147,4,30,Offer C,1,48.04,1,1,Cable,19.0,1,1,1,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,67.6,2000.2,0.0,0,1441.2,3441.4,7,4,0,1,9.657142857142857,2.5,1.6,0.4154271878242823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stayed,No Churn,No Churn
1813-JLKWR,0,47,1,0,Orange,92868,33.787796,-117.875928,7,64,No Offer,1,23.25,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.8,1336.65,0.0,0,1488.0,2824.65,1,0,0,0,19.8,5.333333333333333,1.3125,0.5400696864111498,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Stayed,No Churn,No Churn
1813-JYWTO,0,59,1,0,Shandon,93461,35.634488,-120.293534,4,72,No Offer,1,6.23,1,1,Fiber Optic,27.0,1,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,80.45,5737.6,0.0,130,448.56,6316.16,3,1,0,1,26.816666666666666,6.0,0.6666666666666666,0.07187355791416705,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
1814-DKOLC,0,63,0,0,Loma Linda,92354,34.049315,-117.255974,0,5,No Offer,1,5.41,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,25.45,134.75,0.0,0,27.05,161.8,1,0,0,0,25.45,0.4166666666666667,0.0,0.17530784186649384,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Stayed,No Churn,No Churn
1814-WFGVS,1,53,1,3,Richvale,95974,39.495768,-121.747472,3,72,No Offer,0,0.0,0,1,DSL,53.0,1,0,1,1,1,0,0,1,Two Year,0,Mailed Check,48.9,3527.0,34.44,0,0.0,3492.56,6,3,1,0,8.15,6.0,0.5,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Stayed,No Churn,No Churn
1816-FLZDK,1,34,0,0,Fawnskin,92333,34.274846,-116.937581,0,1,No Offer,0,0.0,0,1,DSL,22.0,0,0,0,1,0,0,0,1,Month-to-Month,0,Credit Card,29.15,29.15,0.0,0,0.0,29.15,3,1,0,0,9.716666666666667,0.08333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Joined,No Churn,No Churn
1818-ESQMW,0,31,0,0,San Joaquin,93660,36.600193,-120.153393,0,27,Offer C,1,39.62,0,1,Fiber Optic,2.0,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.2,2383.6,0.0,0,1069.74,3453.34,7,2,2,1,12.742857142857144,2.25,0.0,0.3075609377425865,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
1820-DJFPH,0,59,1,3,Orick,95555,41.336354,-124.044354,4,72,No Offer,1,48.29,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.05,1709.15,0.0,0,3476.88,5186.03,1,0,0,0,24.05,6.0,0.6666666666666666,0.6675421620127177,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
1820-TQVEV,1,27,0,0,Madera,93638,37.004068,-119.930027,0,1,Offer E,1,49.43,0,1,Fiber Optic,48.0,0,0,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,69.55,69.55,0.0,0,49.43,118.98,4,0,1,1,17.3875,0.08333333333333333,0.0,0.41544797444948733,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Attitude,Attitude of support person
1821-BUCWY,1,35,0,0,Valyermo,93563,34.39583,-117.734568,0,30,Offer C,1,47.06,0,1,Cable,24.0,1,0,1,0,0,0,0,1,Two Year,1,Mailed Check,55.65,1653.85,0.0,0,1411.8,3065.65,5,2,0,1,11.129999999999999,2.5,0.0,0.4581832343491383,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Stayed,No Churn,No Churn
1830-GGFNM,1,35,1,2,Somerset,95684,38.606703,-120.586659,6,65,Offer B,1,19.53,1,1,Fiber Optic,19.0,1,1,1,1,0,0,0,1,Two Year,0,Credit Card,94.55,6078.75,0.0,0,1269.45,7348.2,7,4,0,1,13.507142857142856,5.416666666666667,1.1076923076923075,0.17119565217391305,0,0,0,1,0,0,0,0,1,0,0,1,1,0,Stayed,No Churn,No Churn
1830-IPXVJ,0,44,1,2,Lafayette,94549,37.907777,-122.127161,6,61,Offer B,1,25.4,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.75,1311.6,0.0,0,1549.4,2861.0,1,0,0,0,19.75,5.083333333333333,1.180327868852459,0.5625692137320044,0,0,0,1,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
1832-PEUTS,1,23,1,2,San Bernardino,92410,34.106922,-117.297553,4,62,Offer B,1,37.75,1,1,Fiber Optic,73.0,0,0,1,0,1,0,0,1,Two Year,1,Credit Card,89.1,5411.65,0.0,0,2340.5,7752.15,5,1,1,1,17.82,5.166666666666667,0.7741935483870968,0.29759558533701225,0,0,0,1,0,0,0,0,1,0,0,1,1,0,Stayed,No Churn,No Churn
1833-TCXKK,1,50,1,0,San Bernardino,92408,34.084909,-117.258107,0,45,Offer B,1,29.81,1,1,Fiber Optic,27.0,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,107.75,4882.8,0.0,0,1341.45,6224.25,8,2,3,1,13.46875,3.75,0.0,0.2167054376272172,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
1833-VGRUM,0,70,0,0,Perris,92570,33.787298,-117.320676,0,1,Offer E,1,48.95,1,1,Fiber Optic,23.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.2,74.2,0.0,0,48.95,123.15,3,0,0,1,24.733333333333334,0.08333333333333333,0.0,0.39748274462038163,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Price,Price too high
1834-ABKHQ,0,59,1,2,Upper Lake,95485,39.220368,-122.907693,2,52,Offer B,1,10.03,0,1,Cable,29.0,0,0,1,0,0,0,0,1,One Year,1,Bank Withdrawal,50.95,2610.65,0.0,0,521.56,3132.21,4,1,0,1,12.7375,4.333333333333333,0.46153846153846156,0.16448015742866512,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Stayed,No Churn,No Churn
1834-WULEG,1,61,1,2,Nevada City,95959,39.333737,-120.858667,5,24,Offer C,1,40.81,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,0,Mailed Check,20.25,439.75,0.0,0,979.44,1419.19,1,0,0,0,20.25,2.0,2.5,0.6683589911562398,0,1,0,0,1,0,0,0,0,1,1,0,0,1,Stayed,No Churn,No Churn
1837-YQUCE,0,54,0,0,Buena Park,90620,33.845706,-118.012204,0,70,Offer A,0,0.0,0,1,DSL,13.0,1,0,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,58.35,4214.25,0.0,0,0.0,4214.25,8,3,3,0,7.29375,5.833333333333333,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Stayed,No Churn,No Churn
1839-FBNFR,0,35,1,1,Georgetown,95634,38.9386,-120.785514,3,39,No Offer,1,32.57,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,19.85,854.8,0.0,0,1270.23,2125.03,1,0,0,0,19.85,3.25,0.9230769230769231,0.6213277375047691,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
1839-UMACK,1,20,0,0,Pasadena,91106,34.139402,-118.128658,0,42,No Offer,1,27.64,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,25.05,949.85,0.0,0,1160.88,2110.73,1,0,0,0,25.05,3.5,0.0,0.5245777187322073,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Stayed,No Churn,No Churn
1840-BIUOG,1,23,0,0,Hayward,94545,37.62984,-122.120843,0,20,No Offer,1,32.5,1,1,DSL,52.0,0,1,0,1,1,0,0,1,One Year,1,Bank Withdrawal,68.7,1416.2,0.0,0,650.0,2066.2,6,2,1,1,11.450000000000001,1.6666666666666667,0.0,0.3211462450592885,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Stayed,No Churn,No Churn
1841-YSJGV,1,58,1,0,South El Monte,91733,34.04622,-118.053753,9,72,Offer A,1,40.78,1,1,Fiber Optic,22.0,1,1,0,1,1,1,1,1,Two Year,1,Credit Card,109.95,7852.4,0.0,0,2936.16,10788.56,9,3,3,1,12.216666666666667,6.0,1.5,0.27054999004843094,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Stayed,No Churn,No Churn
1842-EZJMK,1,28,1,0,Orangevale,95662,38.689174,-121.218435,1,50,Offer B,1,34.14,1,1,Fiber Optic,69.0,0,1,0,1,1,1,1,1,Month-to-Month,0,Bank Withdrawal,103.7,5071.05,36.61,0,1707.0,6741.44,8,2,3,1,12.9625,4.166666666666667,0.24,0.24767846778874056,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor had better devices
1843-TLSGD,0,56,1,3,Standish,96128,40.346634,-120.386422,6,13,No Offer,1,27.62,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.85,272.35,0.0,0,359.06,631.41,1,0,0,0,20.85,1.0833333333333333,5.538461538461539,0.5698370125851042,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
1845-CSBRZ,0,71,1,1,Pomona,91766,34.042286,-117.756106,7,22,Offer D,1,40.19,1,1,Fiber Optic,27.0,0,0,0,0,1,0,0,1,Two Year,0,Bank Withdrawal,85.35,1961.6,0.0,0,884.18,2845.78,4,0,1,1,21.3375,1.8333333333333333,3.8181818181818183,0.3201370081249004,0,1,0,0,0,1,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
1845-ZLLIG,1,45,0,0,Woodbridge,95258,38.169605,-121.310964,0,1,Offer E,1,20.3,0,1,DSL,16.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,50.15,50.15,0.0,0,20.3,70.45,4,1,0,1,12.5375,0.08333333333333333,0.0,0.2881476224272534,1,0,0,0,0,0,1,1,0,0,0,0,1,0,Joined,No Churn,No Churn
1846-XWOQN,0,80,0,0,Bradley,93426,35.842889,-121.004862,0,1,No Offer,1,47.97,0,1,Fiber Optic,8.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,3,0,0,1,23.383333333333336,0.08333333333333333,0.0,0.40611242803928205,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor made better offer
1848-LBZHY,0,19,1,0,Downey,90242,33.921793,-118.140588,7,7,No Offer,1,33.24,0,1,DSL,53.0,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.3,355.1,0.0,0,232.68,587.78,4,1,0,1,12.575,0.5833333333333334,12.0,0.3978932248024899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Stayed,No Churn,No Churn
1849-RJYIG,0,43,0,0,Sunnyvale,94087,37.3511,-122.037311,0,8,No Offer,1,46.78,0,1,DSL,24.0,1,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,60.0,487.75,0.0,0,374.24,861.99,5,1,1,1,12.0,0.6666666666666666,0.0,0.4380970219142162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Stayed,No Churn,No Churn
1850-AKQEP,1,61,0,1,Santa Cruz,95064,37.007882,-122.065975,0,8,No Offer,1,14.37,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.35,178.7,0.0,0,114.96,293.66,1,0,0,0,20.35,0.6666666666666666,0.0,0.4138824884792627,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Stayed,No Churn,No Churn
1852-QSWCD,1,62,1,1,Palo Verde,92266,33.3249,-114.758334,1,64,No Offer,1,35.25,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.8,1514.85,0.0,0,2256.0,3770.85,1,0,0,0,24.8,5.333333333333333,0.1875,0.5870108243130725,0,1,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
1852-XEMDW,1,20,0,0,Mad River,95552,40.390301,-123.412327,0,22,Offer D,1,43.78,1,1,DSL,47.0,1,1,1,0,0,0,0,0,Month-to-Month,0,Credit Card,65.05,1427.55,0.0,10,963.16,2400.71,5,3,0,1,13.01,1.8333333333333333,0.0,0.40227878342368834,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Stayed,No Churn,No Churn
1853-ARAAQ,0,47,0,0,Cayucos,93430,35.511833,-120.918713,0,26,No Offer,0,0.0,0,1,DSL,7.0,0,0,1,0,1,1,1,1,Month-to-Month,1,Credit Card,50.35,1277.5,0.0,0,0.0,1277.5,6,1,3,0,8.391666666666667,2.1666666666666665,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Stayed,No Churn,No Churn
1853-UDXBW,1,38,1,0,Samoa,95564,40.809636,-124.189977,1,1,No Offer,1,38.8,0,1,Fiber Optic,4.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.0,70.0,0.0,0,38.8,108.8,3,0,0,1,23.333333333333332,0.08333333333333333,12.0,0.35661764705882354,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Price,Price too high
1855-AGAWH,1,27,1,0,Bell,90201,33.970343,-118.171368,2,31,No Offer,1,36.69,0,1,Fiber Optic,52.0,0,0,1,0,1,1,1,1,One Year,1,Bank Withdrawal,93.8,2939.8,0.0,0,1137.39,4077.19,7,1,3,1,13.4,2.5833333333333335,0.7741935483870968,0.28117097095562876,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
1855-CFULU,0,65,0,0,Oakland,94619,37.787186,-122.14633,0,4,No Offer,1,41.98,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.05,91.45,0.0,0,167.92,259.37,1,0,0,0,20.05,0.3333333333333333,0.0,0.6767693051749153,1,1,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
1862-QRWPE,0,24,1,0,Pacific Palisades,90272,34.079449,-118.548306,10,48,No Offer,1,37.96,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.65,1057.0,0.0,0,1822.08,2879.08,1,0,0,0,20.65,4.0,2.5,0.6476710458966047,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
1862-SKORY,0,66,1,0,Los Angeles,90029,34.089953,-118.294824,1,40,No Offer,0,0.0,0,1,Cable,3.0,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,39.3,1637.4,0.0,0,0.0,1637.4,4,1,1,0,9.825,3.3333333333333335,0.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Churned,Competitor,Competitor offered higher download speeds
1866-DIOQZ,0,23,1,0,Forestville,95436,38.499302,-122.92444,10,71,No Offer,0,0.0,0,1,Cable,85.0,1,1,1,1,1,1,1,1,One Year,0,Bank Withdrawal,66.8,4689.15,0.0,0,0.0,4689.15,9,4,3,0,7.422222222222222,5.916666666666667,1.6901408450704225,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stayed,No Churn,No Churn
1866-NXPSP,0,48,0,0,Arcata,95521,40.839958,-124.003757,0,36,No Offer,1,32.0,0,1,Cable,23.0,1,1,1,1,0,1,1,0,One Year,1,Credit Card,75.55,2680.15,0.0,100,1152.0,3932.15,8,4,2,1,9.44375,3.0,0.0,0.297536029753603,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Stayed,No Churn,No Churn
1866-OBPNR,1,28,1,1,Sacramento,95833,38.619049,-121.517552,5,1,No Offer,1,42.99,0,1,Fiber Optic,59.0,0,1,0,0,0,0,0,1,Month-to-Month,0,Credit Card,74.6,74.6,0.0,0,42.99,117.59,4,1,0,1,18.65,0.08333333333333333,60.0,0.36559231227145167,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Joined,No Churn,No Churn
1866-RZZQS,1,77,0,0,Redlands,92373,34.003243,-117.138286,0,41,Offer B,1,42.06,1,1,Fiber Optic,21.0,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,98.4,4187.75,0.0,0,1724.46,5912.21,6,1,2,1,16.400000000000002,3.4166666666666665,0.0,0.29944468175993166,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor had better devices
1866-ZSLJM,1,31,0,0,Valley Ford,94972,38.339996,-122.935056,0,21,Offer D,1,32.89,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.5,402.85,0.0,0,690.69,1093.54,1,0,0,0,20.5,1.75,0.0,0.6160329649747144,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Stayed,No Churn,No Churn
1867-BDVFH,1,35,1,0,Los Angeles,90056,33.987945,-118.370442,1,11,Offer D,1,9.14,1,1,Fiber Optic,19.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.35,834.2,0.0,0,100.54,934.74,3,0,0,1,24.78333333333333,0.9166666666666666,1.090909090909091,0.10947418852557193,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor made better offer
1867-TJHTS,0,47,0,0,Sacramento,95817,38.550722,-121.457314,0,58,No Offer,1,22.71,1,1,Fiber Optic,14.0,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.8,4526.85,0.0,0,1317.18,5844.03,4,1,0,1,19.95,4.833333333333333,0.0,0.22153936201346214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
1871-MOWRM,1,57,1,0,Woodacre,94973,38.005839,-122.638155,3,12,No Offer,1,18.26,0,1,Fiber Optic,18.0,1,0,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1061.85,5,2,0,1,16.169999999999998,1.0,3.0,0.1842397336293008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor offered more data
1872-EBWSC,0,28,0,0,Berkeley,94702,37.866009,-122.286228,0,29,No Offer,1,21.19,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,0,Mailed Check,20.35,617.35,0.0,0,614.51,1231.86,1,0,0,0,20.35,2.4166666666666665,0.0,0.5101107366393837,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Stayed,No Churn,No Churn
1875-QIVME,0,26,1,3,Tujunga,91042,34.296574,-118.244839,1,2,Offer E,1,11.51,1,1,Fiber Optic,53.0,0,0,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,104.4,242.8,45.44,0,23.02,220.38,8,2,3,1,13.05,0.16666666666666666,6.0,0.09930118195151409,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Attitude,Attitude of support person
